 --- results/merged_results_corpus_lzbench_1753711437.csv_results_corpus_entropy_1757091573.csv.csv --- 
memcpy                |     Compression speed  |  Decompression speed   | +0.95530	<===
lzav 4.22 -2          |       Compressed size  |  Ratio                 | -0.21249
lzav 4.22 -2          |       Compressed size  |  File-bits             | +0.99972	<===
lzav 4.22 -2          |       Compressed size  |  Entropy               | +0.29936
lzav 4.22 -2          |       Compressed size  |  Chi-square            | +0.99773	<===
lzav 4.22 -2          |       Compressed size  |  Mean                  | +0.29672
lzav 4.22 -2          |       Compressed size  |  Monte-Carlo-Pi        | +0.16675
lzav 4.22 -2          |       Compressed size  |  Serial-Correlation    | -0.04100
lzav 4.22 -2          |                 Ratio  |  File-bits             | -0.22942
lzav 4.22 -2          |                 Ratio  |  Entropy               | +0.57542	<---
lzav 4.22 -2          |                 Ratio  |  Chi-square            | -0.25451
lzav 4.22 -2          |                 Ratio  |  Mean                  | +0.58455	<---
lzav 4.22 -2          |                 Ratio  |  Monte-Carlo-Pi        | -0.07895
lzav 4.22 -2          |                 Ratio  |  Serial-Correlation    | +0.93657	<===
lzav 4.22 -2          |             File-bits  |  Entropy               | +0.29264
lzav 4.22 -2          |             File-bits  |  Chi-square            | +0.99857	<===
lzav 4.22 -2          |             File-bits  |  Mean                  | +0.28972
lzav 4.22 -2          |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzav 4.22 -2          |             File-bits  |  Serial-Correlation    | -0.05884
lzav 4.22 -2          |               Entropy  |  Chi-square            | +0.26852
lzav 4.22 -2          |               Entropy  |  Mean                  | +0.99965	<===
lzav 4.22 -2          |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzav 4.22 -2          |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzav 4.22 -2          |            Chi-square  |  Mean                  | +0.26471
lzav 4.22 -2          |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzav 4.22 -2          |            Chi-square  |  Serial-Correlation    | -0.08161
lzav 4.22 -2          |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzav 4.22 -2          |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzav 4.22 -2          |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzf 3.6 -0            |     Compression speed  |  Decompression speed   | +0.79378	<---
lzf 3.6 -0            |     Compression speed  |  Original size         | -0.71566	<---
lzf 3.6 -0            |     Compression speed  |  Compressed size       | -0.71857	<---
lzf 3.6 -0            |     Compression speed  |  Ratio                 | -0.75873	<---
lzf 3.6 -0            |     Compression speed  |  File-bits             | -0.71566	<---
lzf 3.6 -0            |     Compression speed  |  Entropy               | -0.54043	<---
lzf 3.6 -0            |     Compression speed  |  Chi-square            | -0.71546	<---
lzf 3.6 -0            |     Compression speed  |  Mean                  | -0.53944	<---
lzf 3.6 -0            |     Compression speed  |  Monte-Carlo-Pi        | -0.00285
lzf 3.6 -0            |     Compression speed  |  Serial-Correlation    | -0.12591
lzf 3.6 -0            |   Decompression speed  |  Original size         | -0.62618	<---
lzf 3.6 -0            |   Decompression speed  |  Compressed size       | -0.61531	<---
lzf 3.6 -0            |   Decompression speed  |  Ratio                 | -0.29608
lzf 3.6 -0            |   Decompression speed  |  File-bits             | -0.62618	<---
lzf 3.6 -0            |   Decompression speed  |  Entropy               | -0.28795
lzf 3.6 -0            |   Decompression speed  |  Chi-square            | -0.63360	<---
lzf 3.6 -0            |   Decompression speed  |  Mean                  | -0.28214
lzf 3.6 -0            |   Decompression speed  |  Monte-Carlo-Pi        | +0.25470
lzf 3.6 -0            |   Decompression speed  |  Serial-Correlation    | +0.34895
lzf 3.6 -0            |         Original size  |  Compressed size       | +0.99946	<===
lzf 3.6 -0            |         Original size  |  Ratio                 | +0.47105
lzf 3.6 -0            |         Original size  |  File-bits             | +1.00000	<===
lzf 3.6 -0            |         Original size  |  Entropy               | +0.29264
lzf 3.6 -0            |         Original size  |  Chi-square            | +0.99857	<===
lzf 3.6 -0            |         Original size  |  Mean                  | +0.28972
lzf 3.6 -0            |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzf 3.6 -0            |         Original size  |  Serial-Correlation    | -0.05884
lzf 3.6 -0            |       Compressed size  |  Ratio                 | +0.48558
lzf 3.6 -0            |       Compressed size  |  File-bits             | +0.99946	<===
lzf 3.6 -0            |       Compressed size  |  Entropy               | +0.29441
lzf 3.6 -0            |       Compressed size  |  Chi-square            | +0.99789	<===
lzf 3.6 -0            |       Compressed size  |  Mean                  | +0.29171
lzf 3.6 -0            |       Compressed size  |  Monte-Carlo-Pi        | +0.17497
lzf 3.6 -0            |       Compressed size  |  Serial-Correlation    | -0.03655
lzf 3.6 -0            |                 Ratio  |  File-bits             | +0.47105
lzf 3.6 -0            |                 Ratio  |  Entropy               | +0.79190	<---
lzf 3.6 -0            |                 Ratio  |  Chi-square            | +0.45678
lzf 3.6 -0            |                 Ratio  |  Mean                  | +0.79513	<---
lzf 3.6 -0            |                 Ratio  |  Monte-Carlo-Pi        | -0.00652
lzf 3.6 -0            |                 Ratio  |  Serial-Correlation    | +0.69836	<---
lzf 3.6 -0            |             File-bits  |  Entropy               | +0.29264
lzf 3.6 -0            |             File-bits  |  Chi-square            | +0.99857	<===
lzf 3.6 -0            |             File-bits  |  Mean                  | +0.28972
lzf 3.6 -0            |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzf 3.6 -0            |             File-bits  |  Serial-Correlation    | -0.05884
lzf 3.6 -0            |               Entropy  |  Chi-square            | +0.26852
lzf 3.6 -0            |               Entropy  |  Mean                  | +0.99965	<===
lzf 3.6 -0            |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzf 3.6 -0            |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzf 3.6 -0            |            Chi-square  |  Mean                  | +0.26471
lzf 3.6 -0            |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzf 3.6 -0            |            Chi-square  |  Serial-Correlation    | -0.08161
lzf 3.6 -0            |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzf 3.6 -0            |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzf 3.6 -0            |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzf 3.6 -1            |     Compression speed  |  Decompression speed   | +0.81281	<===
lzf 3.6 -1            |     Compression speed  |  Original size         | -0.67382	<---
lzf 3.6 -1            |     Compression speed  |  Compressed size       | -0.67839	<---
lzf 3.6 -1            |     Compression speed  |  Ratio                 | -0.85845	<===
lzf 3.6 -1            |     Compression speed  |  File-bits             | -0.67382	<---
lzf 3.6 -1            |     Compression speed  |  Entropy               | -0.70118	<---
lzf 3.6 -1            |     Compression speed  |  Chi-square            | -0.66656	<---
lzf 3.6 -1            |     Compression speed  |  Mean                  | -0.70180	<---
lzf 3.6 -1            |     Compression speed  |  Monte-Carlo-Pi        | +0.08260
lzf 3.6 -1            |     Compression speed  |  Serial-Correlation    | -0.30936
lzf 3.6 -1            |   Decompression speed  |  Original size         | -0.67271	<---
lzf 3.6 -1            |   Decompression speed  |  Compressed size       | -0.66455	<---
lzf 3.6 -1            |   Decompression speed  |  Ratio                 | -0.45160
lzf 3.6 -1            |   Decompression speed  |  File-bits             | -0.67271	<---
lzf 3.6 -1            |   Decompression speed  |  Entropy               | -0.43190
lzf 3.6 -1            |   Decompression speed  |  Chi-square            | -0.67603	<---
lzf 3.6 -1            |   Decompression speed  |  Mean                  | -0.42680
lzf 3.6 -1            |   Decompression speed  |  Monte-Carlo-Pi        | +0.25937
lzf 3.6 -1            |   Decompression speed  |  Serial-Correlation    | +0.18395
lzf 3.6 -1            |         Original size  |  Compressed size       | +0.99942	<===
lzf 3.6 -1            |         Original size  |  Ratio                 | +0.46195
lzf 3.6 -1            |         Original size  |  File-bits             | +1.00000	<===
lzf 3.6 -1            |         Original size  |  Entropy               | +0.29264
lzf 3.6 -1            |         Original size  |  Chi-square            | +0.99857	<===
lzf 3.6 -1            |         Original size  |  Mean                  | +0.28972
lzf 3.6 -1            |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzf 3.6 -1            |         Original size  |  Serial-Correlation    | -0.05884
lzf 3.6 -1            |       Compressed size  |  Ratio                 | +0.47711
lzf 3.6 -1            |       Compressed size  |  File-bits             | +0.99942	<===
lzf 3.6 -1            |       Compressed size  |  Entropy               | +0.29473
lzf 3.6 -1            |       Compressed size  |  Chi-square            | +0.99781	<===
lzf 3.6 -1            |       Compressed size  |  Mean                  | +0.29204
lzf 3.6 -1            |       Compressed size  |  Monte-Carlo-Pi        | +0.17522
lzf 3.6 -1            |       Compressed size  |  Serial-Correlation    | -0.03555
lzf 3.6 -1            |                 Ratio  |  File-bits             | +0.46195
lzf 3.6 -1            |                 Ratio  |  Entropy               | +0.80070	<===
lzf 3.6 -1            |                 Ratio  |  Chi-square            | +0.44699
lzf 3.6 -1            |                 Ratio  |  Mean                  | +0.80404	<===
lzf 3.6 -1            |                 Ratio  |  Monte-Carlo-Pi        | -0.01619
lzf 3.6 -1            |                 Ratio  |  Serial-Correlation    | +0.71357	<---
lzf 3.6 -1            |             File-bits  |  Entropy               | +0.29264
lzf 3.6 -1            |             File-bits  |  Chi-square            | +0.99857	<===
lzf 3.6 -1            |             File-bits  |  Mean                  | +0.28972
lzf 3.6 -1            |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzf 3.6 -1            |             File-bits  |  Serial-Correlation    | -0.05884
lzf 3.6 -1            |               Entropy  |  Chi-square            | +0.26852
lzf 3.6 -1            |               Entropy  |  Mean                  | +0.99965	<===
lzf 3.6 -1            |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzf 3.6 -1            |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzf 3.6 -1            |            Chi-square  |  Mean                  | +0.26471
lzf 3.6 -1            |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzf 3.6 -1            |            Chi-square  |  Serial-Correlation    | -0.08161
lzf 3.6 -1            |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzf 3.6 -1            |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzf 3.6 -1            |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzfse 2017-03-08      |     Compression speed  |  Decompression speed   | +0.90530	<===
lzfse 2017-03-08      |     Compression speed  |  Original size         | -0.61887	<---
lzfse 2017-03-08      |     Compression speed  |  Compressed size       | -0.62293	<---
lzfse 2017-03-08      |     Compression speed  |  Ratio                 | -0.49173
lzfse 2017-03-08      |     Compression speed  |  File-bits             | -0.61887	<---
lzfse 2017-03-08      |     Compression speed  |  Entropy               | -0.62817	<---
lzfse 2017-03-08      |     Compression speed  |  Chi-square            | -0.61105	<---
lzfse 2017-03-08      |     Compression speed  |  Mean                  | -0.62885	<---
lzfse 2017-03-08      |     Compression speed  |  Monte-Carlo-Pi        | +0.20558
lzfse 2017-03-08      |     Compression speed  |  Serial-Correlation    | -0.18784
lzfse 2017-03-08      |   Decompression speed  |  Original size         | -0.58816	<---
lzfse 2017-03-08      |   Decompression speed  |  Compressed size       | -0.58198	<---
lzfse 2017-03-08      |   Decompression speed  |  Ratio                 | -0.21121
lzfse 2017-03-08      |   Decompression speed  |  File-bits             | -0.58816	<---
lzfse 2017-03-08      |   Decompression speed  |  Entropy               | -0.51008	<---
lzfse 2017-03-08      |   Decompression speed  |  Chi-square            | -0.58687	<---
lzfse 2017-03-08      |   Decompression speed  |  Mean                  | -0.50786	<---
lzfse 2017-03-08      |   Decompression speed  |  Monte-Carlo-Pi        | +0.34712
lzfse 2017-03-08      |   Decompression speed  |  Serial-Correlation    | +0.08906
lzfse 2017-03-08      |         Original size  |  Compressed size       | +0.99947	<===
lzfse 2017-03-08      |         Original size  |  Ratio                 | +0.14117
lzfse 2017-03-08      |         Original size  |  File-bits             | +1.00000	<===
lzfse 2017-03-08      |         Original size  |  Entropy               | +0.29264
lzfse 2017-03-08      |         Original size  |  Chi-square            | +0.99857	<===
lzfse 2017-03-08      |         Original size  |  Mean                  | +0.28972
lzfse 2017-03-08      |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzfse 2017-03-08      |         Original size  |  Serial-Correlation    | -0.05884
lzfse 2017-03-08      |       Compressed size  |  Ratio                 | +0.16223
lzfse 2017-03-08      |       Compressed size  |  File-bits             | +0.99947	<===
lzfse 2017-03-08      |       Compressed size  |  Entropy               | +0.29752
lzfse 2017-03-08      |       Compressed size  |  Chi-square            | +0.99759	<===
lzfse 2017-03-08      |       Compressed size  |  Mean                  | +0.29490
lzfse 2017-03-08      |       Compressed size  |  Monte-Carlo-Pi        | +0.17243
lzfse 2017-03-08      |       Compressed size  |  Serial-Correlation    | -0.03472
lzfse 2017-03-08      |                 Ratio  |  File-bits             | +0.14117
lzfse 2017-03-08      |                 Ratio  |  Entropy               | +0.77443	<---
lzfse 2017-03-08      |                 Ratio  |  Chi-square            | +0.11895
lzfse 2017-03-08      |                 Ratio  |  Mean                  | +0.78107	<---
lzfse 2017-03-08      |                 Ratio  |  Monte-Carlo-Pi        | -0.07416
lzfse 2017-03-08      |                 Ratio  |  Serial-Correlation    | +0.90916	<===
lzfse 2017-03-08      |             File-bits  |  Entropy               | +0.29264
lzfse 2017-03-08      |             File-bits  |  Chi-square            | +0.99857	<===
lzfse 2017-03-08      |             File-bits  |  Mean                  | +0.28972
lzfse 2017-03-08      |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzfse 2017-03-08      |             File-bits  |  Serial-Correlation    | -0.05884
lzfse 2017-03-08      |               Entropy  |  Chi-square            | +0.26852
lzfse 2017-03-08      |               Entropy  |  Mean                  | +0.99965	<===
lzfse 2017-03-08      |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzfse 2017-03-08      |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzfse 2017-03-08      |            Chi-square  |  Mean                  | +0.26471
lzfse 2017-03-08      |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzfse 2017-03-08      |            Chi-square  |  Serial-Correlation    | -0.08161
lzfse 2017-03-08      |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzfse 2017-03-08      |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzfse 2017-03-08      |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzo1b 2.10 -1         |     Compression speed  |  Decompression speed   | +0.30693
lzo1b 2.10 -1         |     Compression speed  |  Original size         | -0.25554
lzo1b 2.10 -1         |     Compression speed  |  Compressed size       | -0.25579
lzo1b 2.10 -1         |     Compression speed  |  Ratio                 | -0.42657
lzo1b 2.10 -1         |     Compression speed  |  File-bits             | -0.25554
lzo1b 2.10 -1         |     Compression speed  |  Entropy               | -0.52130	<---
lzo1b 2.10 -1         |     Compression speed  |  Chi-square            | -0.23639
lzo1b 2.10 -1         |     Compression speed  |  Mean                  | -0.52648	<---
lzo1b 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.08581
lzo1b 2.10 -1         |     Compression speed  |  Serial-Correlation    | -0.37769
lzo1b 2.10 -1         |   Decompression speed  |  Original size         | -0.64862	<---
lzo1b 2.10 -1         |   Decompression speed  |  Compressed size       | -0.63869	<---
lzo1b 2.10 -1         |   Decompression speed  |  Ratio                 | -0.24088
lzo1b 2.10 -1         |   Decompression speed  |  File-bits             | -0.64862	<---
lzo1b 2.10 -1         |   Decompression speed  |  Entropy               | -0.37051
lzo1b 2.10 -1         |   Decompression speed  |  Chi-square            | -0.65227	<---
lzo1b 2.10 -1         |   Decompression speed  |  Mean                  | -0.36700
lzo1b 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.24115
lzo1b 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.27855
lzo1b 2.10 -1         |         Original size  |  Compressed size       | +0.99962	<===
lzo1b 2.10 -1         |         Original size  |  Ratio                 | +0.32352
lzo1b 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1b 2.10 -1         |         Original size  |  Entropy               | +0.29264
lzo1b 2.10 -1         |         Original size  |  Chi-square            | +0.99857	<===
lzo1b 2.10 -1         |         Original size  |  Mean                  | +0.28972
lzo1b 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzo1b 2.10 -1         |         Original size  |  Serial-Correlation    | -0.05884
lzo1b 2.10 -1         |       Compressed size  |  Ratio                 | +0.33801
lzo1b 2.10 -1         |       Compressed size  |  File-bits             | +0.99962	<===
lzo1b 2.10 -1         |       Compressed size  |  Entropy               | +0.29559
lzo1b 2.10 -1         |       Compressed size  |  Chi-square            | +0.99793	<===
lzo1b 2.10 -1         |       Compressed size  |  Mean                  | +0.29290
lzo1b 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | +0.17135
lzo1b 2.10 -1         |       Compressed size  |  Serial-Correlation    | -0.03920
lzo1b 2.10 -1         |                 Ratio  |  File-bits             | +0.32352
lzo1b 2.10 -1         |                 Ratio  |  Entropy               | +0.82525	<===
lzo1b 2.10 -1         |                 Ratio  |  Chi-square            | +0.30570
lzo1b 2.10 -1         |                 Ratio  |  Mean                  | +0.82949	<===
lzo1b 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.09673
lzo1b 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.79964	<---
lzo1b 2.10 -1         |             File-bits  |  Entropy               | +0.29264
lzo1b 2.10 -1         |             File-bits  |  Chi-square            | +0.99857	<===
lzo1b 2.10 -1         |             File-bits  |  Mean                  | +0.28972
lzo1b 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzo1b 2.10 -1         |             File-bits  |  Serial-Correlation    | -0.05884
lzo1b 2.10 -1         |               Entropy  |  Chi-square            | +0.26852
lzo1b 2.10 -1         |               Entropy  |  Mean                  | +0.99965	<===
lzo1b 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzo1b 2.10 -1         |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzo1b 2.10 -1         |            Chi-square  |  Mean                  | +0.26471
lzo1b 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzo1b 2.10 -1         |            Chi-square  |  Serial-Correlation    | -0.08161
lzo1b 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzo1b 2.10 -1         |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzo1b 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzo1c 2.10 -1         |     Compression speed  |  Decompression speed   | +0.22326
lzo1c 2.10 -1         |     Compression speed  |  Original size         | -0.40433
lzo1c 2.10 -1         |     Compression speed  |  Compressed size       | -0.42137
lzo1c 2.10 -1         |     Compression speed  |  Ratio                 | -0.97755	<===
lzo1c 2.10 -1         |     Compression speed  |  File-bits             | -0.40433
lzo1c 2.10 -1         |     Compression speed  |  Entropy               | -0.75953	<---
lzo1c 2.10 -1         |     Compression speed  |  Chi-square            | -0.38410
lzo1c 2.10 -1         |     Compression speed  |  Mean                  | -0.76661	<---
lzo1c 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | -0.06976
lzo1c 2.10 -1         |     Compression speed  |  Serial-Correlation    | -0.76132	<---
lzo1c 2.10 -1         |   Decompression speed  |  Original size         | -0.67099	<---
lzo1c 2.10 -1         |   Decompression speed  |  Compressed size       | -0.66128	<---
lzo1c 2.10 -1         |   Decompression speed  |  Ratio                 | -0.27733
lzo1c 2.10 -1         |   Decompression speed  |  File-bits             | -0.67099	<---
lzo1c 2.10 -1         |   Decompression speed  |  Entropy               | -0.28630
lzo1c 2.10 -1         |   Decompression speed  |  Chi-square            | -0.67840	<---
lzo1c 2.10 -1         |   Decompression speed  |  Mean                  | -0.28257
lzo1c 2.10 -1         |   Decompression speed  |  Monte-Carlo-Pi        | +0.15606
lzo1c 2.10 -1         |   Decompression speed  |  Serial-Correlation    | +0.30403
lzo1c 2.10 -1         |         Original size  |  Compressed size       | +0.99942	<===
lzo1c 2.10 -1         |         Original size  |  Ratio                 | +0.39807
lzo1c 2.10 -1         |         Original size  |  File-bits             | +1.00000	<===
lzo1c 2.10 -1         |         Original size  |  Entropy               | +0.29264
lzo1c 2.10 -1         |         Original size  |  Chi-square            | +0.99857	<===
lzo1c 2.10 -1         |         Original size  |  Mean                  | +0.28972
lzo1c 2.10 -1         |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzo1c 2.10 -1         |         Original size  |  Serial-Correlation    | -0.05884
lzo1c 2.10 -1         |       Compressed size  |  Ratio                 | +0.41545
lzo1c 2.10 -1         |       Compressed size  |  File-bits             | +0.99942	<===
lzo1c 2.10 -1         |       Compressed size  |  Entropy               | +0.29513
lzo1c 2.10 -1         |       Compressed size  |  Chi-square            | +0.99776	<===
lzo1c 2.10 -1         |       Compressed size  |  Mean                  | +0.29246
lzo1c 2.10 -1         |       Compressed size  |  Monte-Carlo-Pi        | +0.17504
lzo1c 2.10 -1         |       Compressed size  |  Serial-Correlation    | -0.03506
lzo1c 2.10 -1         |                 Ratio  |  File-bits             | +0.39807
lzo1c 2.10 -1         |                 Ratio  |  Entropy               | +0.79091	<---
lzo1c 2.10 -1         |                 Ratio  |  Chi-square            | +0.38118
lzo1c 2.10 -1         |                 Ratio  |  Mean                  | +0.79550	<---
lzo1c 2.10 -1         |                 Ratio  |  Monte-Carlo-Pi        | -0.00381
lzo1c 2.10 -1         |                 Ratio  |  Serial-Correlation    | +0.77007	<---
lzo1c 2.10 -1         |             File-bits  |  Entropy               | +0.29264
lzo1c 2.10 -1         |             File-bits  |  Chi-square            | +0.99857	<===
lzo1c 2.10 -1         |             File-bits  |  Mean                  | +0.28972
lzo1c 2.10 -1         |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzo1c 2.10 -1         |             File-bits  |  Serial-Correlation    | -0.05884
lzo1c 2.10 -1         |               Entropy  |  Chi-square            | +0.26852
lzo1c 2.10 -1         |               Entropy  |  Mean                  | +0.99965	<===
lzo1c 2.10 -1         |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzo1c 2.10 -1         |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzo1c 2.10 -1         |            Chi-square  |  Mean                  | +0.26471
lzo1c 2.10 -1         |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzo1c 2.10 -1         |            Chi-square  |  Serial-Correlation    | -0.08161
lzo1c 2.10 -1         |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzo1c 2.10 -1         |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzo1c 2.10 -1         |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzof 2.10 -1          |     Compression speed  |  Decompression speed   | +0.36971
lzof 2.10 -1          |     Compression speed  |  Original size         | -0.47565
lzof 2.10 -1          |     Compression speed  |  Compressed size       | -0.49190
lzof 2.10 -1          |     Compression speed  |  Ratio                 | -0.98015	<===
lzof 2.10 -1          |     Compression speed  |  File-bits             | -0.47565
lzof 2.10 -1          |     Compression speed  |  Entropy               | -0.76258	<---
lzof 2.10 -1          |     Compression speed  |  Chi-square            | -0.45811
lzof 2.10 -1          |     Compression speed  |  Mean                  | -0.76846	<---
lzof 2.10 -1          |     Compression speed  |  Monte-Carlo-Pi        | -0.04889
lzof 2.10 -1          |     Compression speed  |  Serial-Correlation    | -0.70607	<---
lzof 2.10 -1          |   Decompression speed  |  Original size         | -0.67900	<---
lzof 2.10 -1          |   Decompression speed  |  Compressed size       | -0.66870	<---
lzof 2.10 -1          |   Decompression speed  |  Ratio                 | -0.28134
lzof 2.10 -1          |   Decompression speed  |  File-bits             | -0.67900	<---
lzof 2.10 -1          |   Decompression speed  |  Entropy               | -0.33664
lzof 2.10 -1          |   Decompression speed  |  Chi-square            | -0.68496	<---
lzof 2.10 -1          |   Decompression speed  |  Mean                  | -0.33251
lzof 2.10 -1          |   Decompression speed  |  Monte-Carlo-Pi        | +0.19498
lzof 2.10 -1          |   Decompression speed  |  Serial-Correlation    | +0.27157
lzof 2.10 -1          |         Original size  |  Compressed size       | +0.99936	<===
lzof 2.10 -1          |         Original size  |  Ratio                 | +0.39581
lzof 2.10 -1          |         Original size  |  File-bits             | +1.00000	<===
lzof 2.10 -1          |         Original size  |  Entropy               | +0.29264
lzof 2.10 -1          |         Original size  |  Chi-square            | +0.99857	<===
lzof 2.10 -1          |         Original size  |  Mean                  | +0.28972
lzof 2.10 -1          |         Original size  |  Monte-Carlo-Pi        | +0.16096
lzof 2.10 -1          |         Original size  |  Serial-Correlation    | -0.05884
lzof 2.10 -1          |       Compressed size  |  Ratio                 | +0.41429
lzof 2.10 -1          |       Compressed size  |  File-bits             | +0.99936	<===
lzof 2.10 -1          |       Compressed size  |  Entropy               | +0.29484
lzof 2.10 -1          |       Compressed size  |  Chi-square            | +0.99774	<===
lzof 2.10 -1          |       Compressed size  |  Mean                  | +0.29217
lzof 2.10 -1          |       Compressed size  |  Monte-Carlo-Pi        | +0.17600
lzof 2.10 -1          |       Compressed size  |  Serial-Correlation    | -0.03428
lzof 2.10 -1          |                 Ratio  |  File-bits             | +0.39581
lzof 2.10 -1          |                 Ratio  |  Entropy               | +0.77323	<---
lzof 2.10 -1          |                 Ratio  |  Chi-square            | +0.37911
lzof 2.10 -1          |                 Ratio  |  Mean                  | +0.77812	<---
lzof 2.10 -1          |                 Ratio  |  Monte-Carlo-Pi        | +0.02711
lzof 2.10 -1          |                 Ratio  |  Serial-Correlation    | +0.77346	<---
lzof 2.10 -1          |             File-bits  |  Entropy               | +0.29264
lzof 2.10 -1          |             File-bits  |  Chi-square            | +0.99857	<===
lzof 2.10 -1          |             File-bits  |  Mean                  | +0.28972
lzof 2.10 -1          |             File-bits  |  Monte-Carlo-Pi        | +0.16096
lzof 2.10 -1          |             File-bits  |  Serial-Correlation    | -0.05884
lzof 2.10 -1          |               Entropy  |  Chi-square            | +0.26852
lzof 2.10 -1          |               Entropy  |  Mean                  | +0.99965	<===
lzof 2.10 -1          |               Entropy  |  Monte-Carlo-Pi        | -0.55682	<---
lzof 2.10 -1          |               Entropy  |  Serial-Correlation    | +0.63452	<---
lzof 2.10 -1          |            Chi-square  |  Mean                  | +0.26471
lzof 2.10 -1          |            Chi-square  |  Monte-Carlo-Pi        | +0.17307
lzof 2.10 -1          |            Chi-square  |  Serial-Correlation    | -0.08161
lzof 2.10 -1          |                  Mean  |  Monte-Carlo-Pi        | -0.55034	<---
lzof 2.10 -1          |                  Mean  |  Serial-Correlation    | +0.64048	<---
lzof 2.10 -1          |        Monte-Carlo-Pi  |  Serial-Correlation    | -0.08073
lzo1x 2.10 -1         |     Compression speed  |  Decompression speed   | +0.98696	<===
lzo1x 2.10 -1         |     Compression speed  |  Original size         | -0.52775	<---
lzo1x 2.10 -1         |     Compression speed  |  Compressed size       | -0.51207	<---
lzo1x 2.10 -1         |     Compression speed  |  Ratio                 | -0.00655
lzo1x 2.10 -1         |     Compression speed  |  File-bits             | -0.52775	<---
lzo1x 2.10 -1         |     Compression speed  |  Entropy               | -0.17546
lzo1x 2.10 -1         |     Compression speed  |  Chi-square            | -0.54039	<---
lzo1x 2.10 -1         |     Compression speed  |  Mean                  | -0.16889
lzo1x 2.10 -1         |     Compression speed  |  Monte-Carlo-Pi        | +0.26693
lzo1x 2.10 -1         |     Compression speed  |  Serial-Correlation    | +0.45273
lzo1x 2.10 -1         |   Decompression speed  |  Original size         | -0.61438	<---
lzo1x 2.10 -1         |   Decompression speed  |  Compressed size       | -0.59953	<---
lzo1x 2.10 -1         |   Decompression speed  |  Ratio                 | -0.07734
lzo1x 2.10 -1         |   Decompression speed  |  File-bits             | -0.61438	<---
lzo1x 2.10 -1         |   Decompression speed  |  Entropy               | -0.23520
